"unique.cellid","unique.tissueid","CGP.cellid","CCLE.cellid","GSK.cellid","GRAY.cellid","GNE.cellid","CTRP.cellid","CGP_EMTAB3610.cellid","GDSC_rnaseq.cellid","CCLE_exome.cellid","CCLE_rnaseq.cellid","GDSC.SNP.cellid","Ben_Neel.cellid","CTRPv2.cellid","gCSI.cellid","GDSC1000.cellid","NCI60.cellid","PRISM.cellid","MCLP.cellid","CGP.tissueid","CCLE.tissueid","GSK.tissueid","GRAY.tissueid","GNE.tissueid","CTRP.tissueid","CGP_EMTAB3610.tissueid","CCLE_rnaseq.tissueid","GDSC.SNP.tissueid","Cescon.cellid","Ben_Neel.tissueid","COSMIC.tissueid","CTRPv2.tissueid","gCSI.tissueid","GDSC1000.tissueid","Cleveland.cellid","Cleveland.tissueid","FIMM.cellid","FIMM.tissueid","NCI60.tissueid","PRISM.tissueid","MCLP.tissueid","Cellosaurus.Accession.id","PharmacoDB.id","GDSC_Exome.cellid","unique.tissueid.fromstudies","Cellosaurus.Disease.Type","CellLine.Type","Metastatic","DepMap.cellid","NCI.Sarcoma.cellid"
"Rh30","Soft Tissue","SJRH30","RH-30///SJRH30","SJRH30","","SJCRH30","","SJRH30","SJRH30","RH-30","RH-30","SJRH30","","RH30","SJCRH30","SJRH30","","RH30_SOFT_TISSUE","SJCRH30","soft_tissue","soft_tissue","muscle","","Skeletal Muscle","","Muscle","soft_tissue","soft_tissue","","","soft_tissue","soft_tissue","","soft_tissue","RH30","soft_tissue","","","","rhabdomyosarcoma","sarcoma","CVCL_0041","RH30_1312_2019","SJRH30","soft_tissue","Alveolar rhabdomyosarcoma","Cancer cell line","TRUE","ACH-001189///ACH-000833","Rh30///SJCRH30(RMS 13)"
"Rh36","Soft Tissue","","","","","","","","","","","","","","","","","","BIRCH","","","","","","","","","","","","","","","","","","","","","","sarcoma","CVCL_M599","Rh3616792021_","","","Embryonal rhabdomyosarcoma","",NA,"ACH-001751","Rh36"
"Rh4","Soft Tissue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_5916","Rh416802021_","","","","",NA,"ACH-001765",""
"Rh41","Soft Tissue","","RH-41","","","","","RH-41","","RH-41","RH-41","RH-41","","RH41","","RH-41","","","","","soft_tissue","","","","","Muscle","soft_tissue","","","","soft_tissue","soft_tissue","","soft_tissue","RH41","soft_tissue","","","","","","CVCL_2176","RH41_1313_2019","RH-41","soft_tissue","Alveolar rhabdomyosarcoma","Cancer cell line",NA,"ACH-000100","Rh41"
"RhJT","Soft Tissue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_VU81","RhJT16822021_","","","","",NA,"ACH-001745",""
"Ri-1","Lymphoid","","RI-1","","","RI-1","","","","RI-1","RI-1","","","RI1","RI-1","","","","RI1","","haematopoietic_and_lymphoid_tissue","","","Lymph Node","","","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","","","","","blood","CVCL_1885","RI1_1314_2019","","haematopoietic_and_lymphoid_tissue","Diffuse large B-cell lymphoma activated B-cell type","Cancer cell line",NA,"ACH-000398",""
"S-117","Thyroid","S-117","S-117","","","","","S-117","","S-117","S-117","S-117","","","S-117","","","S117_THYROID","","soft_tissue","soft_tissue","","","","","Thyroid","soft_tissue","thyroid","","","soft_tissue","","Thyroid","soft_tissue","","","","","","thyroid","","CVCL_1674","S117_1339_2019","","soft_tissue","Thyroid gland sarcoma","Cancer cell line",NA,"ACH-000037",""
"SACC-83","Head and Neck","","","","","","","SACC-83","","","","","","","","","","","","","","","","","","Head & Neck","","","","","","","","head_and_neck","","","","","","","","CVCL_H589","SACC83_1341_2019","","head_and_neck","Salivary gland adenoid cystic carcinoma","Cancer cell line",NA,"",""
"SALE","Other","","SALE","","","","","","","","","","","","","","","","","","lung","","","","","","","","","","","","","","","","","","","","","CVCL_WS60","SALE_1342_2019","","lung","","Transformed cell line",NA,"ACH-000064",""
"SAS","Head and Neck","SAS","","","","","","SAS","SAS","","","SAS","","","SAS","SAS","","","","upper_aerodigestive_tract","","","","","","Head & Neck","","aero_digestive_tract","","","upper_aerodigestive_tract","","","upper_aerodigestive_tract","","","","","","","","CVCL_1675","SAS_1345_2019","SAS","upper_aerodigestive_tract","Tongue squamous cell carcinoma","Cancer cell line",NA,"ACH-002029",""
"SAT [Human HNSCC]","Head and Neck","","","","","","","SAT","SAT","","","SAT","","","SAT","SAT","","","","","","","","","","Head & Neck","","","","","","","","head_and_neck","","","","","","","","CVCL_3160","SAT_1346_2019","SAT","head_and_neck","Head and neck squamous cell carcinoma","Cancer cell line",NA,"ACH-001641",""
"SBC-1","Lung","SBC-1","","","","","","SBC-1","SBC-1","","","SBC-1","","","","SBC-1","","","","lung","","","","","","Lung","","lung","","","lung","","","lung","","","","","","","","CVCL_1676","SBC1_1347_2019","SBC-1","lung","Small cell lung carcinoma","Cancer cell line",NA,"ACH-002196",""
"SBC-3","Lung","","","","","","","SBC-3","SBC-3","","","SBC-3","","","","SBC-3","","","","","","","","","","Lung","","","","","lung","","","lung","","","","","","","","CVCL_1678","SBC3_1348_2019","SBC-3","lung","Small cell lung carcinoma","Cancer cell line","TRUE","ACH-002197",""
"SBC-5","Lung","SBC-5","SBC-5","","","","","SBC-5","","SBC-5","SBC-5","SBC-5","","SBC5","","SBC-5","","SBC5_LUNG","","lung","lung","","","","","Lung","lung","lung","","","lung","lung","","lung","","","","","","lung","","CVCL_1679","SBC5_1349_2019","SBC-5","lung","Small cell lung carcinoma","Cancer cell line","TRUE","ACH-000670",""
"SCC-12","Skin","","","SCC12","","","","","","","","","","","","","","","","","","head_and_neck","","","","","","","","","","","","","","","","","","","","","SCC-1216922021_","","head_and_neck","Skin squamous cell carcinoma","",NA,"",""
"SCC-13","Skin","","","SCC13","","","","","","","","","","","","","","","","","","head_and_neck","","","","","","","","","","","","","","","","","","","","","SCC-1316932021_","","head_and_neck","Skin squamous cell carcinoma","",NA,"",""
"SCC-15","Head and Neck","SCC-15","SCC-15","SCC15","","SCC-15","","SCC-15","","SCC-15","SCC-15","SCC-15","","","SCC-15","SCC-15","","","SCC15","upper_aerodigestive_tract","upper_aerodigestive_tract","head_and_neck","","Tongue","","Head & Neck","upper_aerodigestive_tract","aero_digestive_tract","","","upper_aerodigestive_tract","","","upper_aerodigestive_tract","","","","","","","head and neck","CVCL_1681","SCC15_1352_2019","SCC-15","upper_aerodigestive_tract","Tongue squamous cell carcinoma","Cancer cell line",NA,"ACH-000254",""
"SCC-25","Head and Neck","SCC-25","SCC-25","SCC25","","SCC-25","","SCC-25","","SCC-25","SCC-25","SCC-25","","SCC25","SCC-25","SCC-25","","SCC25_UPPER_AERODIGESTIVE_TRACT","SCC25","upper_aerodigestive_tract","upper_aerodigestive_tract","head_and_neck","","Tongue","","Head & Neck","upper_aerodigestive_tract","","","","upper_aerodigestive_tract","upper_aerodigestive_tract","","upper_aerodigestive_tract","SCC25","upper_aerodigestive_tract","","","","upper_aerodigestive","head and neck","CVCL_1682","SCC25_1353_2019","SCC-25","upper_aerodigestive_tract","Tongue squamous cell carcinoma","Cancer cell line",NA,"ACH-000188",""
"SCC-3","Lymphoid","SCC-3","","","","SCC-3","","SCC-3","SCC-3","","","SCC-3","","","SCC-3","SCC-3","","","SCC3","haematopoietic_and_lymphoid_tissue","","","","Blood","","Blood","","","","","haematopoietic_and_lymphoid_tissue","","Blood","haematopoietic_and_lymphoid_tissue","","","","","","","blood","CVCL_1683","SCC3_1354_2019","SCC-3","haematopoietic_and_lymphoid_tissue","B-cell non-Hodgkin lymphoma","Cancer cell line",NA,"ACH-001642",""
"SCC-4","Head and Neck","SCC-4","SCC-4","SCC4","","","","SCC-4","","SCC-4","SCC-4","SCC-4","","SCC4","","SCC-4","","","","upper_aerodigestive_tract","upper_aerodigestive_tract","head_and_neck","","","","Head & Neck","upper_aerodigestive_tract","aero_digestive_tract","","","upper_aerodigestive_tract","upper_aerodigestive_tract","","upper_aerodigestive_tract","","","","","","","","CVCL_1684","SCC4_1355_2019","SCC-4","upper_aerodigestive_tract","Tongue squamous cell carcinoma","Cancer cell line",NA,"ACH-000238",""
"SCC-9","Head and Neck","SCC-9","SCC-9","SCC9","","SCC-9","SCC9","SCC-9","","SCC-9","SCC-9","SCC-9","","SCC9","SCC-9","SCC-9","","","","upper_aerodigestive_tract","upper_aerodigestive_tract","head_and_neck","","Tongue","UPPER_AERODIGESTIVE_TRACT","Head & Neck","upper_aerodigestive_tract","aero_digestive_tract","","","upper_aerodigestive_tract","upper_aerodigestive_tract","","upper_aerodigestive_tract","SCC9","upper_aerodigestive_tract","","","","","","CVCL_1685","SCC9_1356_2019","SCC-9","upper_aerodigestive_tract","Tongue squamous cell carcinoma","Cancer cell line",NA,"ACH-000181",""
"SCCH-196","Bone","","","","","","","SCCH-196","","","","","","","","","","","","","","","","","","Misc","","","","","bone","","","bone","","","","","","","","CVCL_3161","SCCH196_1358_2019","","bone","Ewing sarcoma","Cancer cell line",NA,"",""
"SCCH-26","Peripheral Nervous System","SCCH-26","","","","","","","","","","","","","","","","","","autonomic_ganglia","","","","","","","","","","","autonomic_ganglia","","","","","","","","","","","","SCCH-2617002021_","","autonomic_ganglia","Neuroblastoma","",NA,"",""
"SCCOHT-1","Ovary/Fallopian Tube","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_VU69","SCCOHT-117012021_","","","","",NA,"ACH-001279",""
"SCH","Esophagus/Stomach","SCH","","","","","","SCH","SCH","","","SCH","","","","SCH","","","","stomach","","","","","","Stomach","","digestive_system","","","stomach","","","stomach","","","","","","","","CVCL_1687","SCH_1359_2019","SCH","stomach","Gastric choriocarcinoma","Cancer cell line","TRUE","ACH-002198",""
"SCLC-21H","Lung","SCLC-21H","SCLC-21H","","","SCLC-21H","SCLC21H","","","SCLC-21H","SCLC-21H","","","SCLC21H","SCLC-21H","","","","","lung","lung","","","Lung","LUNG","","lung","","","","lung","lung","Lung","lung","","","","","","","","CVCL_0024","SCLC21H_1361_2019","","lung","Small cell lung carcinoma","Cancer cell line","TRUE","ACH-000659",""
"SCLC-22H","Lung","","","","","SCLC-22H","","","","","","","","","SCLC-22H","","","","","","","","","Lung","","","","","","","","","","","","","","","","","","CVCL_2186","SCLC22H_1362_2019","","lung","Small cell lung carcinoma","Cancer cell line","TRUE","ACH-001386",""
"SCMC-RM2","Soft Tissue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_A667","SCMC-RM217052021_","","","","",NA,"ACH-001184",""
"SCS214","Soft Tissue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_WU91","SCS21417062021_","","","","",NA,"ACH-001280",""
"SCaBER","Bladder/Urinary Tract","","SCaBER","SCABER","","","","SCaBER","","SCaBER","SCaBER","SCaBER","","SCABER","","","","SCABER_URINARY_TRACT","","","urinary_tract","bladder","","","","Bladder","urinary_tract","","","","urinary_tract","urinary_tract","","urinary_tract","SCABER","urinary_tract","","","","urinary_tract","","CVCL_3599","SCaBER_1351_2019","","urinary_tract","Bladder squamous cell carcinoma","Cancer cell line",NA,"ACH-000839",""
"SEKI","Skin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_3162","SEKI17082021_","","","","",NA,"ACH-001645",""
"SEM","Lymphoid","","SEM","SEM","","","","","","SEM","SEM","","","SEM","","","","","","","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","","","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","","","","","","CVCL_0095","SEM_1363_2019","","haematopoietic_and_lymphoid_tissue","Childhood B acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-000782",""
"SEMK2","Lymphoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_S906","SEMK217102021_","","","","",NA,"ACH-001735",""
"SET-2","Myeloid","","Set-2","","","SET-2","","","Set2","Set-2","Set-2","Set2","","SET2","SET-2","","","","","","haematopoietic_and_lymphoid_tissue","","","Blood","","","haematopoietic_and_lymphoid_tissue","","","","","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_2187","Set2_1364_2019","","haematopoietic_and_lymphoid_tissue","Adult acute megakaryoblastic leukemia","Cancer cell line",NA,"ACH-000195",""
"SF126","CNS/Brain","SF126","SF126","","","","","SF126","","SF126","SF126","SF126","","SF126","","SF126","","SF126_CENTRAL_NERVOUS_SYSTEM","","central_nervous_system","central_nervous_system","","","","","CNS","central_nervous_system","nervous_system","","","central_nervous_system","central_nervous_system","","central_nervous_system","SF126","central_nervous_system","","","","central_nervous_system","","CVCL_1688","SF126_1366_2019","SF126","central_nervous_system","Glioblastoma","Cancer cell line",NA,"ACH-000609",""
"SF172","CNS/Brain","","SF-172","","","","","","","","","","","","","","","","","","central_nervous_system","","","","","","","","","","","","","","","","","","","","","CVCL_V613","SF172_1365_2019","","central_nervous_system","Glioblastoma","Cancer cell line",NA,"ACH-000887",""
"SF268","CNS/Brain","SF268","SF268","SF268","","SF268","","SF268","","SF268","SF268","SF268","","SF268","SF268","SF268","SF-268///CNS.SF.268","","SF268","central_nervous_system","","cns","","Brain","","CNS","central_nervous_system","nervous_system","","","central_nervous_system","","Brain","central_nervous_system","SF268","","","","CNS Cancer///Central nervous system","","brain","CVCL_1689","SF268_1367_2019","SF268","central_nervous_system","Astrocytoma","Cancer cell line",NA,"ACH-000655",""
"SF295","CNS/Brain","SF295","SF-295","SF295","","","SF295","SF295","","SF-295","SF-295","SF295","","SF295","","SF295","SF-295///CNS.SF.295","SF295_CENTRAL_NERVOUS_SYSTEM","SF295","central_nervous_system","central_nervous_system","cns","","","CENTRAL_NERVOUS_SYSTEM","Brain","central_nervous_system","nervous_system","","","central_nervous_system","central_nervous_system","","central_nervous_system","SF295","central_nervous_system","","","CNS Cancer///Central nervous system","central_nervous_system","brain","CVCL_1690","SF295_1368_2019","SF295","central_nervous_system","Glioblastoma","Cancer cell line",NA,"ACH-000376",""
"SF539","CNS/Brain","SF539","SF539","SF539","","SF539","","SF539","","SF539","SF539","SF539","","SF539","SF539","SF539","SF-539///CNS.SF.539","SF539_CENTRAL_NERVOUS_SYSTEM","SF539","central_nervous_system","","cns","","Brain","","CNS","central_nervous_system","nervous_system","","","central_nervous_system","","Brain","central_nervous_system","SF539","","","","CNS Cancer///Central nervous system","central_nervous_system","brain","CVCL_1691","SF539_1369_2019","SF539","central_nervous_system","Gliosarcoma","Cancer cell line",NA,"ACH-000273",""
"SF767","Cervix","","SF767","","","","","","","","","","","","","","SF-767","","","","central_nervous_system","","","","","","","","","","central_nervous_system","","","","","","","","CNS Cancer","","","CVCL_6950","SF767_1370_2019","","central_nervous_system","Human papillomavirus-related cervical squamous cell carcinoma","Cancer cell line","TRUE","ACH-000490",""
"SF8657","Skin","","SF8657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_K085","SF8657_1371_2019","","skin","","Finite cell line",NA,"ACH-001187",""
"SG231","Biliary Tract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_0519","SG23117192021_","","","","",NA,"ACH-001857",""
"SH-10-TC","Esophagus/Stomach","","SH-10-TC","","","","SH10TC","","","SH-10-TC","SH-10-TC","","","SH10TC","","","","SH10TC_STOMACH","","","stomach","","","","STOMACH","","stomach","","","","stomach","stomach","","","SH10TC","stomach","","","","gastric","","CVCL_5167","SH10TC_1372_2019","","stomach","Mucinous gastric adenocarcinoma","Cancer cell line",NA,"ACH-000764",""
"SH-4","Skin","SH-4","SH-4","SH4","","","","SH-4","","SH-4","SH-4","SH-4","","SH4","","SH-4","","SH4_SKIN","","skin","skin","skin","","","","Skin","skin","skin","","","skin","skin","","skin","","","","","","skin","","CVCL_1692","SH4_1373_2019","SH-4","skin","Melanoma","Cancer cell line","TRUE","ACH-000441",""
"SH-SY5Y","Peripheral Nervous System","","SH-SY5Y","","","","","","","","","","","","","","","","","","autonomic_ganglia","","","","","","","","","","autonomic_ganglia","","","","","","","","","","","CVCL_0019","SHSY5Y_1374_2019","","autonomic_ganglia","Neuroblastoma","Cancer cell line","TRUE","ACH-001188",""
"SHI-1","Myeloid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_2191","SHI-117232021_","","","","",NA,"ACH-001647",""
"SHP-77","Lung","SHP-77","SHP-77","SHP77","","","SHP77","SHP-77","","SHP-77","SHP-77","SHP-77","","SHP77","","SHP-77","","","SHP77","lung","lung","lung","","","LUNG","Lung","lung","lung","","","lung","lung","","lung","SHP77","lung","","","","","lung","CVCL_1693","SHP77_1375_2019","SHP-77","lung","Small cell lung carcinoma","Cancer cell line",NA,"ACH-000790",""
"SIG-M5","Myeloid","SIG-M5","SIG-M5","","","SIG-M5","","SIG-M5","","SIG-M5","SIG-M5","SIG-M5","","SIGM5","SIG-M5","SIG-M5","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","Blood","","Blood","haematopoietic_and_lymphoid_tissue","blood","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","SIGM5","blood","","","","CVCL_1694","SIGM5_1376_2019","SIG-M5","haematopoietic_and_lymphoid_tissue","Adult acute myeloid leukemia","Cancer cell line",NA,"ACH-000112",""
"SJNB-10","Peripheral Nervous System","NB10","","","","","","NB10","NB10","","","NB10","","","","NB10","","","","autonomic_ganglia","","","","","","PNS","","nervous_system","","","autonomic_ganglia","","","autonomic_ganglia","","","","","","","","CVCL_1441","NB10_985_2019","NB10","autonomic_ganglia","Neuroblastoma","Cancer cell line",NA,"ACH-002278",""
"SJNB-12","Peripheral Nervous System","NB12","","","","","","NB12","NB12","","","NB12","","","","NB12","","","","autonomic_ganglia","","","","","","PNS","","nervous_system","","","autonomic_ganglia","","","autonomic_ganglia","","","","","","","","CVCL_1442","NB12_986_2019","NB12","autonomic_ganglia","Neuroblastoma","Cancer cell line","TRUE","ACH-002279",""
"SJNB-13","Peripheral Nervous System","NB13","","","","","","NB13","NB13","","","NB13","","","","NB13","","","","autonomic_ganglia","","","","","","PNS","","nervous_system","","","autonomic_ganglia","","","autonomic_ganglia","","","","","","","","CVCL_1443","NB13_987_2019","NB13","autonomic_ganglia","Neuroblastoma","Cancer cell line",NA,"ACH-002280",""
"SJNB-14","Peripheral Nervous System","NB14","","","","","","NB14","NB14","","","NB14","","","","NB14","","","","autonomic_ganglia","","","","","","PNS","","nervous_system","","","autonomic_ganglia","","","autonomic_ganglia","","","","","","","","CVCL_1444","NB14_988_2019","NB14","autonomic_ganglia","Neuroblastoma","Cancer cell line",NA,"ACH-002281",""
"SJNB-17","Peripheral Nervous System","NB17","","","","","","NB17","NB17","","","NB17","","","","NB17","","","","autonomic_ganglia","","","","","","PNS","","nervous_system","","","autonomic_ganglia","","","autonomic_ganglia","","","","","","","","CVCL_1445","NB17_989_2019","NB17","autonomic_ganglia","Neuroblastoma","Cancer cell line",NA,"ACH-002282",""
"SJNB-5","Peripheral Nervous System","NB5","","","","","","NB5","NB5","","","NB5","","","","NB5","","","","autonomic_ganglia","","","","","","PNS","","nervous_system","","","autonomic_ganglia","","","autonomic_ganglia","","","","","","","","CVCL_8822","NB5_991_2019","NB5","autonomic_ganglia","Neuroblastoma","Cancer cell line","TRUE","ACH-002283",""
