GDSC.sampleid	GDSC.Sample_Name	CCLE.sampleid	GDSC.BROAD_ID	GDSC.RRID	CMP.model_id	CMP.sampleid	GDSC.COSMIC_ID	GDSC.Whole_Exome_Sequencing_(WES)	GDSC.Copy_Number_Alterations_(CNA)	GDSC.Gene_Expression	GDSC.Methylation	GDSC.DrugResponse	GDSC.Tissue_descriptor_1	GDSC.Tissuedescriptor_2	GDSC.Cancer_Type(matching_TCGA_label)	GDSC.Microsatellite_instability_Status_(MSI)	GDSC.Screen_Medium	GDSC.Growth_Properties	GDSC.tissue	GDSC.cancer_type	GDSC.cancer_type_ncit_id	GDSC.sample_site	GDSC.gender	GDSC.ethnicity	GDSC.age_at_sampling
NCI-H2135	NCI-H2135	NCIH2135_LUNG	ACH-001363	CVCL_1533	SIDM00700	SIDS00279	1298352	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	MSS/MSI-L	D/F12	Adherent	Lung	Non-Small Cell Lung Carcinoma	C2926	Unknown	Unknown	Unknown	NA
NCI-H2172	NCI-H2172	NCIH2172_LUNG	ACH-000924	CVCL_1537	SIDM00926	SIDS00285	1298353	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C2926	Unknown	Female	Unknown	NA
NCI-H2444	NCI-H2444	NCIH2444_LUNG	ACH-000186	CVCL_1552	SIDM00723	SIDS00294	1298356	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C2926	Unknown	Male	Unknown	NA
NUGC-4	NUGC-4	NUGC4_STOMACH	ACH-000674	CVCL_3082	SIDM00570	SIDS01027	1298357	Y	Y	Y	Y	Y	digestive_system	stomach	STAD	MSS/MSI-L	R	Adherent	Stomach	Gastric Carcinoma	C5250	Paragastric Lymph Node	Female	Unknown	35
OCUM-1	OCUM-1	OCUM1_STOMACH	ACH-000247	CVCL_3084	SIDM00568	SIDS01029	1298358	Y	Y	Y	Y	Y	digestive_system	stomach	STAD	MSS/MSI-L	D/F12	Adherent	Stomach	Gastric Carcinoma	C5250	Unknown	Female	East Asian	38
OE21	OE21	OE21_OESOPHAGUS	ACH-000544	CVCL_2661	SIDM00478	SIDS00924	1298359	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	R	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Esophagus	Male	White	74
OSC-19	OSC-19	OSC19_UPPER_AERODIGESTIVE_TRACT	ACH-001625	CVCL_3086	SIDM00566	SIDS01031	1298362	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Oral Cavity Carcinoma	C4648	Lymph Node	Male	East Asian	61
OVTOKO	OVTOKO	OVTOKO_OVARY	ACH-000663	CVCL_3117	SIDM00425	SIDS01037	1298365	Y	Y	Y	Y	Y	urogenital_system	ovary	OV	MSS/MSI-L	R	Adherent	Ovary	Ovarian Carcinoma	C40078	Spleen	Female	East Asian	78
PANC-02-03	PANC-02-03	PANC0203_PANCREAS	ACH-000042	CVCL_1633	SIDM01139	SIDS00333	1298475	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	R	Adherent	Pancreas	Pancreatic Carcinoma	C8294	Pancreas	Female	White	70
PANC-04-03	PANC-04-03	PANC0403_PANCREAS	ACH-000235	CVCL_1636	SIDM01137	SIDS00335	1298476	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	R	Adherent	Pancreas	Pancreatic Carcinoma	C9120	Pancreas	Male	White	70
PA-TU-8902	PA-TU-8902	PATU8902_PANCREAS	ACH-000599	CVCL_1845	SIDM00455	SIDS01138	1298526	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	D/F12	Adherent	Pancreas	Pancreatic Carcinoma	C8294	Unknown	Female	Unknown	44
PCI-30	PCI-30	PCI30_UPPER_AERODIGESTIVE_TRACT	ACH-002295	CVCL_C757	SIDM00044	SIDS00739	1298529	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	R	Adherent	Head and Neck	Head and Neck Carcinoma	C34447	Unknown	Unknown	Unknown	NA
PCI-4B	PCI-4B	PCI4B_UPPER_AERODIGESTIVE_TRACT	ACH-002297	CVCL_C171	SIDM00043	SIDS00740	1298531	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	R	Adherent	Head and Neck	Head and Neck Carcinoma	C4044	Unknown	Unknown	Unknown	NA
PL4	PL4	PL4_PANCREAS	ACH-002186	CVCL_S976	SIDM00042	SIDS00741	1298533	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	D/F12	Adherent	Pancreas	Pancreatic Carcinoma	C9120	Unknown	Unknown	Unknown	NA
QGP-1	QGP-1	QGP1_PANCREAS	ACH-000347	CVCL_3143	SIDM00360	SIDS01042	1298534	Y	Y	Y	Y	Y	pancreas	pancreas	NA	MSS/MSI-L	R	Adherent	Pancreas	Other Solid Cancers	C95595	Pancreas	Male	East Asian	61
RERF-LC-KJ	RERF-LC-KJ	RERFLCKJ_LUNG	ACH-000482	CVCL_1654	SIDM00356	SIDS01046	1298537	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Unknown	Male	Unknown	78
RERF-LC-SQ1	RERF-LC-Sq1	RERFLCSQ1_LUNG	ACH-000442	CVCL_1656	SIDM00354	SIDS01048	1298538	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC	MSS/MSI-L	R	Adherent	Lung	Squamous Cell Lung Carcinoma	C3493	Lung	Female	East Asian	74
RKN	RKN	RKN_SOFT_TISSUE	ACH-000505	CVCL_3156	SIDM00353	SIDS01049	1298539	Y	Y	Y	Y	Y	urogenital_system	ovary	NA	MSS/MSI-L	D/F12	Adherent	Soft Tissue	Other Sarcomas	C5234	Ovary	Female	East Asian	45
SAT	SAT	SAT_UPPER_AERODIGESTIVE_TRACT	ACH-001641	CVCL_3160	SIDM00350	SIDS01052	1299050	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	R	Adherent	Head and Neck	Head and Neck Carcinoma	C34447	Oral cavity	Unknown	East Asian	NA
SCC90	SCC90	SCC90_UPPER_AERODIGESTIVE_TRACT	ACH-002315	CVCL_1899	SIDM00399	SIDS01153	1299052	Y	Y	Y	N	Y	aero_dig_tract	head and neck	HNSC	NA	R	Adherent	Head and Neck	Head and Neck Carcinoma	C34447	Tongue	Male	White	44
SKN-3	SKN-3	SKN3_UPPER_AERODIGESTIVE_TRACT	ACH-002305	CVCL_3168	SIDM00375	SIDS01066	1299059	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	R	Adherent	Head and Neck	Head and Neck Carcinoma	C34447	Unknown	Unknown	Unknown	NA
STS-0421	STS-0421	STS0421_SOFT_TISSUE	ACH-002306	CVCL_X508	SIDM00041	SIDS00742	1299061	Y	Y	Y	N	Y	soft_tissue	soft_tissue_other	NA	NA	R	Adherent	Stomach	Gastric Carcinoma	C4004	Unknown	Unknown	Unknown	NA
SW1271	SW1271	SW1271_LUNG	ACH-000890	CVCL_1716	SIDM01156	SIDS00390	1299062	Y	Y	Y	N	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	D/F12	Adherent	Lung	Small Cell Lung Carcinoma	C4917	Unknown	Male	White	69
T-T	T-T	TT_OESOPHAGUS	ACH-000561	CVCL_3174	SIDM00322	SIDS01081	1299064	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	D/F12	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Oesophagus	Male	Unknown	67
TMK-1	TMK-1	TMK1_STOMACH	ACH-002202	CVCL_4384	SIDM00040	SIDS00743	1299069	Y	Y	N	N	Y	digestive_system	stomach	STAD	NA	R	Adherent	Stomach	Gastric Carcinoma	C4004	Unknown	Unknown	Unknown	NA
TOV-112D	TOV-112D	TOV112D_OVARY	ACH-000048	CVCL_3612	SIDM01170	SIDS00411	1299070	Y	Y	Y	Y	Y	urogenital_system	ovary	OV	MSS/MSI-L	D/F12	Adherent	Ovary	Ovarian Carcinoma	C7979	Ovary	Female	Unknown	42
VCAP	VCaP	VCAP_PROSTATE	ACH-000115	CVCL_2235	SIDM01077	SIDS00424	1299075	Y	Y	Y	Y	Y	urogenital_system	prostate	PRAD	MSS/MSI-L	D/F12	Adherent	Prostate	Prostate Carcinoma	C4863	Vertebral bone	Male	White	59
WM1552C	WM1552C	WM1552C_SKIN	ACH-002205	CVCL_6472	SIDM00976	SIDS00431	1299078	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	R	Adherent	Skin	Melanoma	C3224	Unknown	Male	Unknown	72
WM35	WM35	WM35_SKIN	ACH-002207	CVCL_0580	SIDM00974	SIDS00433	1299080	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	R	Adherent	Skin	Melanoma	C3224	Unknown	Unknown	Unknown	NA
WM793B	WM793B	WM793_SKIN	ACH-000827	CVCL_8787	SIDM00973	SIDS00434	1299081	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	R	Adherent	Skin	Melanoma	C3224	Unknown	Male	Unknown	37
GA-10	GA-10	GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000162	CVCL_1222	SIDM00854	SIDS00125	1303896	Y	Y	Y	Y	Y	lymphoma	Burkitt_lymphoma	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Burkitt's Lymphoma	C2912	Peripheral blood	Male	White	41
GRANTA-519	GRANTA-519	GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000073	CVCL_1818	SIDM01058	SIDS00519	1303897	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	D/F12	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C4337	Peripheral Blood	Female	White	58
HCC1500	HCC1500	HCC1500_BREAST	ACH-000349	CVCL_1254	SIDM00879	SIDS00138	1303900	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	R	Adherent	Breast	Breast Carcinoma	C4017	Mammary gland/duct	Female	Black	32
HCC-33	HCC-33	HCC33_LUNG	ACH-000515	CVCL_2058	SIDM01071	SIDS00522	1303901	Y	Y	N	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Adherent	Lung	Small Cell Lung Carcinoma	C4917	Pleural effusion	Male	Unknown	52
YMB-1-E	YMB-1-E	YMB1E_BREAST	ACH-002208	CVCL_2815	SIDM01261	SIDS01089	1303911	Y	Y	N	N	Y	breast	breast	BRCA	MSS/MSI-L	R	Adherent	Breast	Breast Carcinoma	C4194	Ascites	Female	White	63
CHSA8926	CHSA8926	CHSA8926_BONE	ACH-002094	CVCL_X485	SIDM00176	SIDS00647	1303912	Y	Y	Y	Y	Y	bone	chondrosarcoma	NA	MSS/MSI-L	R	Adherent	Bone	Chondrosarcoma	C2946	Unknown	Unknown	Unknown	NA
COR-L32	COR-L32	CORL32_LUNG	ACH-001489	CVCL_2413	SIDM00508	SIDS00895	1322212	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Suspension	Lung	Squamous Cell Lung Carcinoma	C3493	Bone Marrow	Unknown	Unknown	NA
COR-L321	COR-L321	CORL321_PLEURA	ACH-001490	CVCL_2414	SIDM00507	SIDS00896	1322213	Y	Y	Y	Y	Y	lung	Lung_other	UNABLE TO CLASSIFY	MSS/MSI-L	R	Suspension	Lung	Other Solid Cancers	C4878	Unknown	Female	Unknown	58
HS-445	Hs-445	HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002245	CVCL_0761	SIDM00668	SIDS00159	1322218	Y	Y	Y	Y	Y	lymphoma	Hodgkin_lymphoma	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Non-Cancerous	C41168	Lymph Node	Female	White	56
HSC-39	HSC-39	HSC39_STOMACH	ACH-002141	CVCL_A385	SIDM00045	SIDS00738	1322224	Y	Y	Y	Y	Y	digestive_system	stomach	STAD	MSS/MSI-L	D/F12	Suspension	Stomach	Gastric Carcinoma	C5250	Unknown	Unknown	Unknown	NA
NB-4	NB-4	NA	NA	NA	NA	NA	1323913	Y	Y	Y	N	Y	leukemia	acute_myeloid_leukaemia	LAML	MSS/MSI-L	R	Suspension	NA	NA	NA	NA	NA	NA	NA
JEKO-1	JEKO-1	JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000357	CVCL_1865	SIDM01038	SIDS00536	1327765	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C4337	Peripheral Blood	Female	Unknown	78
JJN-3	JJN-3	JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000653	CVCL_2078	SIDM01036	SIDS00538	1327766	Y	Y	Y	Y	Y	myeloma	haematopoietic_neoplasm other	MM	MSS/MSI-L	D/F12	Suspension	Haematopoietic and Lymphoid	Plasma Cell Myeloma	C3242	Bone marrow	Female	Unknown	57
JM1	JM1	JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000151	CVCL_3532	SIDM00689	SIDS00176	1327768	Y	Y	Y	N	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	D/F12	Suspension	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	C8644	Unknown	Unknown	Unknown	NA
JSC-1	JSC-1	JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002253	CVCL_3728	SIDM00688	SIDS00177	1327769	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C6915	Unknown	Male	Unknown	NA
JURL-MK1	JURL-MK1	JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000326	CVCL_2086	SIDM01015	SIDS00540	1327771	Y	Y	Y	Y	Y	leukemia	chronic_myeloid_leukaemia	LCML	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Chronic Myelogenous Leukemia	C3174	Peripheral Blood	Male	Unknown	73
KARPAS-1106P	KARPAS-1106P	KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002254	CVCL_1821	SIDM01011	SIDS00544	1327773	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C9280	Unknown	Female	Unknown	23
KARPAS-231	KARPAS-231	KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002255	CVCL_1822	SIDM01017	SIDS00545	1327774	Y	Y	Y	Y	Y	leukemia	B_cell_leukemia	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	C9143	Unknown	Female	Unknown	71
KARPAS-620	KARPAS-620	KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000193	CVCL_1823	SIDM01006	SIDS00549	1327775	Y	Y	Y	Y	Y	myeloma	haematopoietic_neoplasm other	MM	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Plasma Cell Myeloma	C3242	Unknown	Female	Unknown	77
KCL-22	KCL-22	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000983	CVCL_2091	SIDM01004	SIDS00551	1330931	Y	Y	Y	Y	Y	leukemia	chronic_myeloid_leukaemia	LCML	MSI-H	R	Suspension	Haematopoietic and Lymphoid	Chronic Myelogenous Leukemia	C3174	Pleural effusion	Female	Unknown	32
KO52	KO52	NA	NA	NA	NA	NA	1330932	Y	Y	N	N	N	leukemia	acute_myeloid_leukaemia	LAML	MSS/MSI-L	D/F12	NA	NA	NA	NA	NA	NA	NA	NA
KOPN-8	KOPN-8	KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001106	CVCL_1866	SIDM01034	SIDS00558	1330933	Y	Y	Y	Y	Y	leukemia	B_cell_leukemia	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	C9140	Peripheral Blood	Female	Unknown	0.25
L-1236	L-1236	L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000702	CVCL_2096	SIDM00313	SIDS01090	1330935	Y	Y	Y	Y	Y	lymphoma	Hodgkin_lymphoma	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Hodgkin's Lymphoma	C9357	Peripheral blood	Male	Unknown	34
MDA-MB-330	MDA-MB-330	MDAMB330_BREAST	ACH-001358	CVCL_0619	SIDM00631	SIDS00196	1330941	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	D/F12	Adherent	Breast	Breast Carcinoma	C4872	Pleural effusion	Female	White	43
ME-1	ME-1	ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000439	CVCL_2110	SIDM00338	SIDS01103	1330942	Y	Y	Y	Y	Y	leukemia	acute_myeloid_leukaemia	LAML	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	C9154	Peripheral blood	Male	East Asian	40
MOLM-13	MOLM-13	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000362	CVCL_2119	SIDM00437	SIDS01120	1330947	Y	Y	Y	Y	Y	leukemia	acute_myeloid_leukaemia	LAML	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	C9154	Peripheral blood	Male	Unknown	20
MOLM-16	MOLM-16	MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000369	CVCL_2120	SIDM00435	SIDS01121	1330948	Y	Y	Y	N	Y	leukemia	acute_myeloid_leukaemia	LAML	NA	R	Suspension	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	C9154	Peripheral blood	Female	East Asian	77
MOLP-8	MOLP-8	MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000745	CVCL_2124	SIDM00434	SIDS01122	1330950	Y	Y	Y	Y	Y	myeloma	myeloma	MM	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Plasma Cell Myeloma	C3242	Peripheral blood	Male	East Asian	52
MY-M12	MY-M12	MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002276	CVCL_3035	SIDM01217	SIDS01017	1330960	Y	Y	N	N	Y	leukemia	leukemia	ALL	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Other Blood Cancers	C4673	Peripheral blood	Female	East Asian	52
NCI-H1341	NCI-H1341	NCIH1341_LUNG	ACH-000129	CVCL_1463	SIDM00646	SIDS00219	1330964	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	D/F12	Suspension	Lung	Small Cell Lung Carcinoma	C4917	Cervix	Female	Unknown	NA
NCI-H1876	NCI-H1876	NCIH1876_LUNG	ACH-000586	CVCL_1503	SIDM00766	SIDS00251	1330972	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	D/F12	Adherent	Lung	Small Cell Lung Carcinoma	C4917	Lymph node	Male	White	59
NCI-H2066	NCI-H2066	NCIH2066_LUNG	ACH-000727	CVCL_1520	SIDM00711	SIDS00268	1330973	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	D/F12	Adherent	Lung	Squamous Cell Lung Carcinoma	C3493	Unknown	Female	White	70
NCI-H660	NCI-H660	NCIH660_PROSTATE	ACH-000177	CVCL_1576	SIDM01123	SIDS00311	1330975	Y	Y	Y	Y	N	urogenital_system	prostate	NA	MSS/MSI-L	D/F12	Suspension	Prostate	Prostate Carcinoma	C4863	Lymph node	Male	White	63
NK-92MI	NK-92MI	NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002289	CVCL_3755	SIDM01201	SIDS00329	1330981	Y	Y	N	N	Y	lymphoma	lymphoid_neoplasm other	NA	MSS/MSI-L	D/F12	Suspension	Haematopoietic and Lymphoid	Other Blood Cancers	C82217	Peripheral Blood	Male	White	50
NU-DUL-1	NU-DUL-1	NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000287	CVCL_1877	SIDM00443	SIDS01127	1330982	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C8851	Cerebrospinal fluid	Male	White	43
OCI-AML5	OCI-AML5	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000065	CVCL_1620	SIDM00461	SIDS01132	1330983	Y	Y	Y	Y	Y	leukemia	acute_myeloid_leukaemia	LAML	MSS/MSI-L	D/F12	Suspension	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	C9154	Peripheral blood	Male	Unknown	77
OCI-LY-19	OCI-LY-19	OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000124	CVCL_1878	SIDM00460	SIDS01133	1330984	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	D/F12	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C8851	Bone marrow	Female	Unknown	27
OCI-M1	OCI-M1	OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000751	CVCL_2149	SIDM00458	SIDS01135	1330985	Y	Y	Y	Y	Y	leukemia	acute_myeloid_leukaemia	LAML	MSS/MSI-L	D/F12	Suspension	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	C9154	Erythroleukemia blasts	Unknown	Unknown	62
P32-ISH	P32-ISH	P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002293	CVCL_3119	SIDM00362	SIDS01040	1330987	Y	Y	Y	Y	Y	lymphoma	Burkitt_lymphoma	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Burkitt's Lymphoma	C2912	Peripheral blood	Male	East Asian	8
PL-21	PL-21	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000218	CVCL_2161	SIDM00450	SIDS01141	1330991	Y	Y	Y	Y	Y	leukemia	acute_myeloid_leukaemia	LAML	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	C3171	Peripheral blood	Male	Unknown	24
PWR-1E	PWR-1E	PWR1E_PROSTATE	ACH-001383	CVCL_3775	SIDM01114	SIDS00340	1330993	Y	Y	Y	Y	Y	urogenital_system	prostate	PRAD	MSS/MSI-L	D/F12	Adherent	Prostate	Non-Cancerous	C33414	Prostate	Male	White	67
RCH-ACV	RCH-ACV	RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000922	CVCL_1851	SIDM00449	SIDS01142	1330994	Y	Y	Y	Y	Y	leukemia	B_cell_leukemia	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	C9140	Bone marrow	Female	Unknown	8
RC-K8	RC-K8	RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001638	CVCL_1883	SIDM00448	SIDS01143	1330995	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C8851	Peritoneal effusion	Unknown	Unknown	NA
ROS-50	ROS-50	ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001639	CVCL_1887	SIDM00415	SIDS01148	1331025	Y	Y	Y	Y	Y	leukemia	B_cell_leukemia	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C8851	Peripheral blood	Male	Unknown	69
SC-1	SC-1	NA	NA	NA	NA	NA	1331030	Y	Y	N	N	N	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	NA	NA	NA	NA	NA	NA	NA	NA
SLVL	SLVL	SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002062	CVCL_3169	SIDM00374	SIDS01067	1331032	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C35425	Peripheral blood	Female	East Asian	70
SU-DHL-10	SU-DHL-10	SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000271	CVCL_1889	SIDM00389	SIDS01163	1331033	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C8851	Pleural effusion	Male	Unknown	25
SU-DHL-16	SU-DHL-16	SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002307	CVCL_1890	SIDM00404	SIDS01164	1331034	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C3457	Pleural effusion	Male	Unknown	NA
SU-DHL-4	SU-DHL-4	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000365	CVCL_0539	SIDM00405	SIDS01165	1331035	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C8851	Pleural effusion	Male	Unknown	38
SU-DHL-5	SU-DHL-5	SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000660	CVCL_1735	SIDM00406	SIDS01166	1331036	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C8851	Lymph node	Female	Unknown	17
SU-DHL-6	SU-DHL-6	SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000611	CVCL_2206	SIDM00407	SIDS01167	1331037	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C8851	Peritoneal effusion	Male	Unknown	43
SU-DHL-8	SU-DHL-8	SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000656	CVCL_2207	SIDM00423	SIDS01168	1331038	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C8851	Pleural effusion	Male	Unknown	59
