unichem.ChEMBL	pubchem.CID	CCLE.treatmentid	CTRP.treatmentid	GDSC.treatmentid	gCSI.treatmentid	pubchem.MolecularFormula	pubchem.MolecularWeight	pubchem.InChIKey	pubchem.Title	unichem.ChEBI	unichem.FDA_SRS	unichem.LINCS	unichem.rxnorm	unichem.clinicaltrials	unichem.DrugBank	unichem.NIH_Clinical_Collection	unichem.PharmGKB	chembl.action_type	chembl.disease_efficacy	chembl.max_phase	chembl.mec_id	chembl.mechanism_of_action	chembl.target_chembl_id	chembl.site_id	chembl.parent_molecule_chembl_id
CHEMBL14762	160355			Seliciclib		C19H26N6O	354.4	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	Seliciclib	45307	0ES1C2KQ94	LSM-1001	""	AL-39256,CYC-202,SELICICLIB	DB06195	""	""	INHIBITOR	1	2	4699	Cyclin-dependent kinase 2 inhibitor	CHEMBL301		CHEMBL14762
CHEMBL14762	160355			Seliciclib		C19H26N6O	354.4	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	Seliciclib	45307	0ES1C2KQ94	LSM-1001	""	AL-39256,CYC-202,SELICICLIB	DB06195	""	""	INHIBITOR	1	2	4700	Cyclin-dependent kinase 7 inhibitor	CHEMBL3055		CHEMBL14762
CHEMBL14762	160355			Seliciclib		C19H26N6O	354.4	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	Seliciclib	45307	0ES1C2KQ94	LSM-1001	""	AL-39256,CYC-202,SELICICLIB	DB06195	""	""	INHIBITOR	1	2	4701	Cyclin-dependent kinase 9 inhibitor	CHEMBL3116		CHEMBL14762
CHEMBL14762	160355			Seliciclib		C19H26N6O	354.4	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	Seliciclib	45307	0ES1C2KQ94	LSM-1001	""	AL-39256,CYC-202,SELICICLIB	DB06195	""	""	INHIBITOR	1	2	4702	Cyclin-dependent kinase 1 inhibitor	CHEMBL308		CHEMBL14762
CHEMBL14762	160355			Seliciclib		C19H26N6O	354.4	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	Seliciclib	45307	0ES1C2KQ94	LSM-1001	""	AL-39256,CYC-202,SELICICLIB	DB06195	""	""	INHIBITOR	1	2	4703	Cyclin-dependent kinase 5 inhibitor	CHEMBL4036		CHEMBL14762
CHEMBL1614701	10127622	AZD6244	selumetinib	Selumetinib		C17H15BrClFN4O3	457.7	CYOHGALHFOKKQC-UHFFFAOYSA-N	Selumetinib	90227	6UH91I579U	LSM-1056	SELUMETINIB,SELUMETINIB SULFATE	KOSELUGO,SELUMETINIB,SELUMETINIB SULFATE,AZD-6244,AZD-6244 HYD-SULFATE,AZD-6244 HYDROGEN SULFATE,AZD6244,AZD6244 HYDROGEN SULFATE	DB11689	""	PA166129529	INHIBITOR	1	4	4647	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	CHEMBL3587		CHEMBL1614701
CHEMBL1614701	10127622	AZD6244	selumetinib	Selumetinib		C17H15BrClFN4O3	457.7	CYOHGALHFOKKQC-UHFFFAOYSA-N	Selumetinib	90227	6UH91I579U	LSM-1056	SELUMETINIB,SELUMETINIB SULFATE	KOSELUGO,SELUMETINIB,SELUMETINIB SULFATE,AZD-6244,AZD-6244 HYD-SULFATE,AZD-6244 HYDROGEN SULFATE,AZD6244,AZD6244 HYDROGEN SULFATE	DB11689	""	PA166129529	INHIBITOR	1	4	4648	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	CHEMBL2964		CHEMBL1614701
CHEMBL520733	9843750		semagacestat			C19H27N3O4	361.4	PKXWXXPNHIWQHW-RCBQFDQVSA-N	Semagacestat	131158	3YN0602W4W	LSM-42753	""	LY-450139,SEMAGACESTAT,LY450139	DB12463	""	""	INHIBITOR	1	3	5712	Gamma-secretase inhibitor	CHEMBL2094135		CHEMBL520733
CHEMBL2105734	11178236		YM-155	Sepantronium bromide		C20H19BrN4O3	443.3	QBIYUDDJPRGKNJ-UHFFFAOYSA-M	Sepantronium bromide	139608	7H5Q4J1CM5	""	""	""	""	""	""								
CHEMBL2137530	11609586		serdemetan	Serdemetan		C21H20N4	328.4	CEGSUKYESLWKJP-UHFFFAOYSA-N	Serdemetan	""	ID6YB4W3V8	""	""	SERDEMETAN,JNJ-26854165	DB12027	""	""								
CHEMBL3622373	72201027			SGC-CBP30		C28H33ClN4O3	509	GEPYBHCJBORHCE-SFHVURJKSA-N	Sgc-cbp30	""	""	""	""	""	""	""	""								
CHEMBL1236107	24779724		SGX-523			C18H13N7S	359.4	BCZUAADEACICHN-UHFFFAOYSA-N	Sgx-523	90624	WH8SQN09KJ	LSM-1123	""	SGX523,SGX-523	DB06314	""	""	INHIBITOR	1	1	4379	Hepatocyte growth factor receptor inhibitor	CHEMBL3717		CHEMBL1236107
CHEMBL9470	479503			Shikonin		C16H16O5	288.29	NEZONWMXZKDMKF-SNVBAGLBSA-N	Shikonin	81068	3IK6592UBW	LSM-6309	""	""	""	""	""								
CHEMBL192	135398744		sildenafil			C22H30N6O4S	474.6	BNRNXUUZRGQAQC-UHFFFAOYSA-N	Sildenafil	9139	3M7OB98Y7H	LSM-3797	SILDENAFIL CITRATE,REVATIO,SILDENAFIL,VIAGRA	PATREX,VIZARSIN,VIAGRA,SILDENAFIL,SILDENAFIL CITRATE,UK-92,480-10,UK-92480-10,REVATIO,HIP-0908,HIP0908	DB00203	""	PA451346								
CHEMBL1230165	24748573		silmitasertib			C19H12ClN3O2	349.8	MUOKSQABCJCOPU-UHFFFAOYSA-N	Silmitasertib	""	C6RWP0N0L2	LSM-45467	""	CX 4945,SILMITASERTIB,CX4945	DB15408	""	""	INHIBITOR	1	2	4698	Casein kinase II alpha inhibitor	CHEMBL3629		CHEMBL1230165
CHEMBL1064	54454		simvastatin			C25H38O5	418.6	RYMZZMVNJRMUDD-HGQWONQESA-N	Simvastatin	9150	AGG2FN16EV	LSM-2492	SIMVASTATIN,ZOCOR,FLOLIPID	C10AA01,ZOCOR,SIMVASTATIN,MK-733,MK-0733	DB00641	SAM002589969	PA451363	INHIBITOR	1	4	1059	HMG-CoA reductase inhibitor	CHEMBL402		CHEMBL1064
CHEMBL413	5284616		sirolimus	Rapamycin		C51H79NO13	914.2	QFJCIRLUMZQUOT-HPLJOQBZSA-N	Sirolimus	9168	W36ZG6FT64	LSM-42782	RAPAMUNE,SIROLIMUS	FYARRO,RAPALIMUS,L04AA10,WY-090217,RAPAMYCIN,RAPAMUNE,SIROLIMUS,AY-22989	DB00877	""	""	INHIBITOR	1	4	383	FK506-binding protein 1A inhibitor	CHEMBL1902		CHEMBL413
CHEMBL1422	4369359		sitagliptin			C16H15F6N5O	407.31	MFFMDFFZMYYVKS-SECBINFHSA-N	Sitagliptin	40237	QFP0P1DV7Z	LSM-5363	SITAGLIPTIN,JANUVIA,SITAGLIPTIN PHOSPHATE	SITAGLIPTIN,SITAGLIPTIN MONOPHOSPHATE MONOHYDRATE,SITAGLIPTIN PHOSPHATE,SITAGLIPTIN PHOSPHATE MONOHYDRATE,GLACTIV,MK0431,JANUVIA,MK-0431,LEZ-763,LEZ763,ONO-5435	DB01261	""	PA164748978								
CHEMBL2152944	45279963		skepinone-L			C24H21F2NO4	425.4	HXMGCTFLLWPVFM-GOSISDBHSA-N	Skepinone-L	""	""	""	""	""	""	""	""								
CHEMBL2105737	24775005		erismodegib			C26H26F3N3O3	485.5	VZZJRYRQSPEMTK-CALCHBBNSA-N	Sonidegib	90863	0RLU3VTK5M	LSM-4938	ODOMZO,SONIDEGIB PHOSPHATE,SONIDEGIB	NVP-LDE-225,NVP-LDE 225,SONIDEGIB PHOSPHATE,NVP-LDE225,ODOMZO,LDE 225,LDE-225,LDE225,SONIDEGIB	DB09143	""	""								
CHEMBL1336	216239	Sorafenib	sorafenib	Sorafenib		C21H16ClF3N4O3	464.8	MLDQJTXFUGDVEO-UHFFFAOYSA-N	Sorafenib	50924	9ZOQ3TZI87	LSM-1008	SORAFENIB TOSYLATE,SORAFENIB,NEXAVAR	SORAFENIB,SORAFENIB TOSILATE,SORAFENIB TOSYLATE,DONAFENIB,NEXAVAR,CM-4307,BAY-43-9006,BAY-54-9085,BAY 43-9006,BAY 54-9085	DB00398	""	PA7000								
CHEMBL565612	10296883		sotrastaurin			C25H22N6O2	438.5	OAVGBZOFDPFGPJ-UHFFFAOYSA-N	Sotrastaurin	90531	7I279E1NZ8	LSM-42761	""	SOTRASTAURIN ACETATE,AEB-071,AEB071,SOTRASTAURIN	DB12369	""	""	INHIBITOR	1	2	4610	Protein kinase C (PKC) inhibitor	CHEMBL2093867		CHEMBL565612
CHEMBL3134157	66577038		PF-543	Sphingosine Kinase 1 Inhibitor II		C27H31NO4S	465.6	NPUXORBZRBIOMQ-RUZDIDTESA-N	Sphingosine Kinase 1 Inhibitor II	131144	""	LSM-42693	""	""	""	""	""								
CHEMBL388978	44259		staurosporine	Staurosporine		C28H26N4O3	466.5	HKSZLNNOFSGOKW-FYTWVXJKSA-N	Staurosporine	15738	H88EPA0A3N	LSM-1103	""	""	DB02010	""	""								
CHEMBL4303221	46199207		StemRegenin 1			C24H23N5OS	429.5	BGFHMYJZJZLMHW-UHFFFAOYSA-N	StemRegenin 1	""	RNE1V1F9O1	""	""	""	""	""	""								
CHEMBL535	5329102		sunitinib	Sunitinib		C22H27FN4O2	398.5	WINHZLLDWRZWRT-ATVHPVEESA-N	Sunitinib	38940	V99T50803M	LSM-42800	SUNITINIB MALATE,SUTENT,SUNITINIB	NSC-736511,SU011248 L-MALATE SALT,SU011248,SU010398,SU-11248,SU-011248 L-MALATE SALT,PHA-290940AD,SUNITINIB,SUNITINIB MALATE,SUTENT,SU-010398,SU-011248	DB01268	""	PA162372840								
CHEMBL235191	2746		tacedinaline			C15H15N3O2	269.3	VAZAPHZUAVEOMC-UHFFFAOYSA-N	Tacedinaline	90195	UMF554N5FG	LSM-19036	""	GOE-5549,TACEDINALINE,GOE 5549,CI-994,PD-123654,PD 123654	DB12291	""	""	INHIBITOR	1	3	5637	Histone deacetylase inhibitor	CHEMBL2093865		CHEMBL235191
CHEMBL269732	445643		tacrolimus			C44H69NO12	804	QJJXYPPXXYFBGM-LFZNUXCKSA-N	Tacrolimus	61049	Y5L2157C4J	LSM-43009	TACROLIMUS,ENVARSUS,TACROLIMUS MONOHYDRATE,ANHYDROUS TACROLIMUS,PROGRAF,PROTOPIC	FK 506,FK-506,FK506,PROTOPIC,PROGRAF,FR-900506,FR900506,ADVAGRAF,MODIGRAF,TACROLIMUS,TACROLIMUS MONOHYDRATE,ENVARSUS XR	DB00864	""	PA451578								
CHEMBL3137320	135565082			Talazoparib		C19H14F2N6O	380.4	HWGQMRYQVZSGDQ-HZPDHXFCSA-N	Talazoparib	""	9QHX048FRV	""	TALZENNA,TALAZOPARIB,TALAZOPARIB TOSYLATE	TALAZOPARIB,TALAZOPARIB TOSYLATE,BMN-673,BMN 673,TALZENNA,TALAZOPARIB TOSILATE	DB11760	""	""	INHIBITOR	1	4	5790	Poly [ADP-ribose] polymerase-1 inhibitor	CHEMBL3105		CHEMBL3137320
CHEMBL3137320	135565082			Talazoparib		C19H14F2N6O	380.4	HWGQMRYQVZSGDQ-HZPDHXFCSA-N	Talazoparib	""	9QHX048FRV	""	TALZENNA,TALAZOPARIB,TALAZOPARIB TOSYLATE	TALAZOPARIB,TALAZOPARIB TOSYLATE,BMN-673,BMN 673,TALZENNA,TALAZOPARIB TOSILATE	DB11760	""	""	INHIBITOR	1	4	5842	Poly [ADP-ribose] polymerase 2 inhibitor	CHEMBL5366		CHEMBL3137320
CHEMBL475251	11213558		tamatinib			C22H23FN6O5	470.5	NHHQJBCNYHBUSI-UHFFFAOYSA-N	Tamatinib	91348	RC3A285J2G	LSM-1040	""	R-406	DB07159	""	""	INHIBITOR	1	2	4805	Tyrosine-protein kinase SYK inhibitor	CHEMBL2599		CHEMBL475251
CHEMBL83	2733526		tamoxifen	Tamoxifen		C26H29NO	371.5	NKANXQFJJICGDU-QPLCGJKRSA-N	Tamoxifen	41774	094ZI81Y45	LSM-42959	NOLVADEX,SOLTAMOX,TAMOXIFEN,TAMOXIFEN CITRATE	NOLVADEX,KESSAR,ZEMIDE,ZITAZONIUM,TAMOXIFEN,TAMOXIFEN CITRATE,SOLTAMOX,NOVALDEX,ICI 46,474,ICI-46474,ICI-47699	DB00675	""	PA451581								
CHEMBL124660	3038522		tandutinib			C31H42N6O4	562.7	UXXQOJXBIDBUAC-UHFFFAOYSA-N	Tandutinib	90237	E1IO3ICJ9A	LSM-5949	""	CT53518,MLN-518,CT-53518,TANDUTINIB	DB05465	""	""	INHIBITOR	1	2	4767	Tyrosine-protein kinase receptor FLT3 inhibitor	CHEMBL1974		CHEMBL124660
CHEMBL124660	3038522		tandutinib			C31H42N6O4	562.7	UXXQOJXBIDBUAC-UHFFFAOYSA-N	Tandutinib	90237	E1IO3ICJ9A	LSM-5949	""	CT53518,MLN-518,CT-53518,TANDUTINIB	DB05465	""	""	INHIBITOR	1	2	4768	Stem cell growth factor receptor inhibitor	CHEMBL1936		CHEMBL124660
CHEMBL124660	3038522		tandutinib			C31H42N6O4	562.7	UXXQOJXBIDBUAC-UHFFFAOYSA-N	Tandutinib	90237	E1IO3ICJ9A	LSM-5949	""	CT53518,MLN-518,CT-53518,TANDUTINIB	DB05465	""	""	INHIBITOR	1	2	4769	Platelet-derived growth factor receptor beta inhibitor	CHEMBL1913		CHEMBL124660
CHEMBL109480	6505803	17-AAG	tanespimycin	Tanespimycin	17-AAG	C31H43N3O8	585.7	AYUNIORJHRXIBJ-TXHRRWQRSA-N	Tanespimycin	64153	4GY0AVT3L4	LSM-43238	""	KOS-953,BMS-722782,CNF-1010,CNF1010,NSC-330507,17-AAG,TANESPIMYCIN	DB05134	""	""	INHIBITOR	1	3	5733	Heat shock protein HSP90 inhibitor	CHEMBL2095165		CHEMBL109480
CHEMBL2387080	51001932			Taselisib		C24H28N8O2	460.5	BEUQXVWXFDOSAQ-UHFFFAOYSA-N	Taselisib	""	L08J2O299M	LSM-45140	""	GDC-0032,TASELISIB	DB12108	""	PA166163227	INHIBITOR	1	3	4812	PI3-kinase class I inhibitor	CHEMBL3559703		CHEMBL2387080
CHEMBL2170856	10385095		MST-312	Telomerase Inhibitor IX		C20H16N2O6	380.3	MIQUEZGHEJGPJB-UHFFFAOYSA-N	Telomerase Inhibitor IX	95003	""	LSM-6230	""	""	""	""	""								
CHEMBL810	5394		temozolomide	Temozolomide		C6H6N6O2	194.15	BPEGJWRSRHCHSN-UHFFFAOYSA-N	Temozolomide	72564	YF1K15M17Y	LSM-4590	TEMODAR,TEMOZOLOMIDE	TEMODAL,TEMODAR,TEMOZOLOMIDE,CCRG-81045,SCH-52365,SCH 52365,NSC-362856	DB00853	SAM001246636	PA451609	INHIBITOR	1	4	1865	DNA inhibitor	CHEMBL2311221		CHEMBL810
CHEMBL1201182	6918289		temsirolimus	Temsirolimus		C56H87NO16	1030.3	CBPNZQVSJQDFBE-FUXHJELOSA-N	Temsirolimus	79699	624KN6GM2T	""	TORISEL,TEMSIROLIMUS	TORISEL,CCI-779,TEMSIROLIMUS	DB06287	""	""	INHIBITOR	1	4	382	FK506-binding protein 1A inhibitor	CHEMBL1902		CHEMBL1201182
CHEMBL452231	452548		teniposide	Teniposide		C32H32O13S	656.7	NRUKOCRGYNPUPR-QBPJDGROSA-N	Teniposide	75988	957E6438QA	""	TENIPOSIDE	VM-26,VUMON,TENIPOSIDE,NSC-122819	DB00444	""	""	INHIBITOR	1	4	1210	DNA topoisomerase II inhibitor	CHEMBL2094255		CHEMBL452231
CHEMBL595354	24772043			Tenovin-6		C25H34N4O2S	454.6	BVJSXSQRIUSRCO-UHFFFAOYSA-N	Tenovin-6	77729	""	""	""	""	""	""	""								
CHEMBL1961795	50905018		GSK4112			C18H21ClN2O4S	396.9	WYSLOKHVFKLWOU-UHFFFAOYSA-N	Tert-butyl 2-[(4-chlorophenyl)methyl-[(5-nitrothiophen-2-yl)methyl]amino]acetate	""	""	""	""	""	""	""	""								
CHEMBL468	5426		thalidomide			C13H10N2O4	258.23	UEJJHQNACJXSKW-UHFFFAOYSA-N	Thalidomide	74947	4Z8R6ORS6L	LSM-1914	THALIDOMIDE,THALOMID	MYRIN,KEVADON,PHARMION,THALIDOMIDE,THALOMID,PANTOSEDIV,NSC-66847,SOFTENON,CELGENE,DISTAVAL,NEUROSEDYN,CONTERGAN	DB01041	SAM002564245	PA451644	INHIBITOR	1	4	5875	CRL4(CRBN) E3 ubiquitin ligase inhibitor	CHEMBL3833061		CHEMBL468
CHEMBL96926	446378			Thapsigargin		C34H50O12	650.8	IXFPJGBNCFXKPI-FSIHEZPISA-N	Thapsigargin	9516	Z96BQ26RZD	LSM-43008	""	""	""	""	""								
CHEMBL33864	864			alpha-lipoic acid		C8H14O2S2	206.3	AGBQKNBQESQNJD-UHFFFAOYSA-N	Thioctic acid	16494	73Y7P0K73Y	LSM-45889	THIOCTATE	""	""	""	""								
CHEMBL289228	159324			Tipifarnib		C27H22Cl2N4O	489.4	PLHJCIYEEKOWNM-HHHXNRCGSA-N	Tipifarnib	141969	MAT637500A	LSM-6258	""	R115777,TIPIFARNIB,ZARNESTRA,R-11577,R-115777,NSC-702818	DB04960	""	""	INHIBITOR	1	3	5577	Protein farnesyltransferase inhibitor	CHEMBL2094108		CHEMBL289228
CHEMBL571546	23635314		KX2-391			C26H29N3O3	431.5	HUNGUWOZPQBXGX-UHFFFAOYSA-N	Tirbanibulin	""	4V9848RS5G	LSM-45890	""	KLISYRI,TIRBANIBULIN,KX2-391,KX-01,KX-2-391	DB06137	""	""	INHIBITOR	1	4	4751	Tyrosine-protein kinase SRC inhibitor	CHEMBL267		CHEMBL571546
CHEMBL2103882	11494412		tivantinib		Tivantinib	C23H19N3O2	369.4	UCEQXRCJXIVODC-PMACEKPBSA-N	Tivantinib	91398	PJ4H73IL17	LSM-1131	""	ARQ 197,ARQ-197,TIVANTINIB	DB12200	""	""	INHIBITOR	1	3	5253	Hepatocyte growth factor receptor inhibitor	CHEMBL3717		CHEMBL2103882
CHEMBL1289494	9911830		tivozanib	Tivozanib		C22H19ClN4O5	454.9	SPMVMDHWKHCIDT-UHFFFAOYSA-N	Tivozanib	91327	172030934T	LSM-1005	""	KRN-951,TIVOZANIB HYDROCHLORIDE,AV-951,TIVOZANIB,FOTIVDA	DB11800	""	""	INHIBITOR	1	4	5295	Vascular endothelial growth factor receptor inhibitor	CHEMBL2095227		CHEMBL1289494
CHEMBL84	60700	Topotecan	topotecan	Topotecan		C23H23N3O5	421.4	UCFGDBYHRUNTLO-QHCPKHFHSA-N	Topotecan	63632	7M7YKX2N15	LSM-5662	TOPOTECAN HYDROCHLORIDE,HYCAMTIN,TOPOTECAN	NOGITECAN HYDROCHLORIDE,NSC-609699,HYCAMPTIN,HYCAMTIN,TOPOTECAN,TOPOTECAN HYDROCHLORIDE,SKF-104864,TOPOTECAN HOSPIRA,POTACTASOL	DB01030	""	PA451729								
CHEMBL1765602	51358113			Torin 2		C24H15F3N4O	432.4	GUXXEUUYCAYESJ-UHFFFAOYSA-N	Torin 2	90682	""	LSM-1080	""	""	""	""	""								
CHEMBL1765602	51358113			torin2		C24H15F3N4O	432.4	GUXXEUUYCAYESJ-UHFFFAOYSA-N	Torin 2	90682	""	LSM-1080	""	""	""	""	""								
CHEMBL2103847	15547703		tosedostat			C21H30N2O6	406.5	FWFGIHPGRQZWIW-SQNIBIBYSA-N	Tosedostat	95044	KZK563J2UW	LSM-6286	""	CHR 2797,TOSEDOSTAT,CHR-2797	DB11781	""	""	INHIBITOR	1	2	5610	Aminopeptidase inhibitor	CHEMBL3831223		CHEMBL2103847
CHEMBL572878	5494449		VX-680	Tozasertib		C23H28N8OS	464.6	GCIKSSRWRFVXBI-UHFFFAOYSA-N	Tozasertib	91336	234335M86K	LSM-1021	""	TOZASERTIB,TOZASERTIB LACTATE,MK0457,VX-680,MK-0457	""	""	""	INHIBITOR	1	2	4764	Serine/threonine-protein kinase Aurora inhibitor	CHEMBL3430911		CHEMBL572878
CHEMBL2103875	11707110		trametinib	Trametinib		C26H23FIN5O4	615.4	LIRYPHYGHXZJBZ-UHFFFAOYSA-N	Trametinib	75998	33E86K87QN	LSM-1143	TRAMETINIB	JTP-74057,TMT212,JTP 74057,TMT-212,TRAMETINIB,GSK-1120212,GSK1120212	DB08911	""	PA166115364	INHIBITOR	1	4	7580	Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor	CHEMBL2111289		CHEMBL2103875
CHEMBL38	444795		tretinoin	Tretinoin		C20H28O2	300.4	SHGAZHPCJJPHSC-YCNIQYBTSA-N	Tretinoin	15367	5688UTC01R	LSM-42854	RENOVA,AVITA,TRETINOIN MICROSPHERE,RETIN-A,TRETINOIN,ACTICIN,ATRALIN,ALTRENO	EUDYNA,TRETINOIN,ABEREL,RENOVA,AVITA,NSC-122758,VESANOID,RETIN A,RETIN-A,RETINOIC ACID,ALTRENO	DB00755	SAM002264647	PA164746900	AGONIST	1	4	1575	Retinoic acid receptor agonist	CHEMBL2363069		CHEMBL38
CHEMBL422	5566		trifluoperazine			C21H24F3N3S	407.5	ZEWQUBUPAILYHI-UHFFFAOYSA-N	Trifluoperazine	45951	214IZI85K3	LSM-4010	TRIFLUOPERAZINE HYDROCHLORIDE,TRIFLUOPERAZINE	TRIFLUOPERAZINE	DB00831	""	PA451771								
CHEMBL129795	638278		isoliquiritigenin			C15H12O4	256.25	DXDRHHKMWQZJHT-FPYGCLRLSA-N	Trihydroxychalcone	310312	B9CTI9GB8F	LSM-43093	""	""	DB03285	""	""								
CHEMBL463763	107985		triptolide			C20H24O6	360.4	DFBIRQPKNDILPW-CIVMWXNOSA-N	Triptolide	9747	19ALD1S53J	LSM-5518	""	TRIPTOLIDE	DB12025	SAM001246553	""								
CHEMBL2018302	49850262		tubastatin A	Tubastatin A		C20H21N3O2	335.4	GOVYBPLHWIEHEJ-UHFFFAOYSA-N	Tubastatin A	94186	2XTSOX1NF8	LSM-4806	""	""	""	""	""								
CHEMBL454138	10026128		WAY-362450			C25H24F2N2O3	438.5	INASOKQDNHHMRE-UHFFFAOYSA-N	Turofexorate isopropyl	177681	S6KDM312I5	LSM-45859	""	XL335,FXR-450,WAY-362450,XL-335	DB12719	""	""	AGONIST	1	1	4071	Bile acid receptor FXR agonist	CHEMBL2047		CHEMBL454138
CHEMBL3590106	11719003			Ulixertinib		C21H22Cl2N4O2	433.3	KSERXGMCDHOLSS-LJQANCHMSA-N	Ulixertinib	""	16ZDH50O1U	LSM-45974	""	ULIXERTINIB	DB13930	""	""	INHIBITOR	1	2	4679	MAP kinase ERK1 inhibitor	CHEMBL3385		CHEMBL3590106
CHEMBL3590106	11719003			Ulixertinib		C21H22Cl2N4O2	433.3	KSERXGMCDHOLSS-LJQANCHMSA-N	Ulixertinib	""	16ZDH50O1U	LSM-45974	""	ULIXERTINIB	DB13930	""	""	INHIBITOR	1	2	4680	MAP kinase ERK2 inhibitor	CHEMBL4040		CHEMBL3590106
CHEMBL4297482	131634760			AZD5991		C35H34ClN5O3S2	672.3	KBQCEQAXHPIRTF-UHFFFAOYSA-N	Unii-E3T5xxy9HX	""	E3T5XXY9HX	""	""	AZD5991,AZD-5991,AZD 5991	DB14792	""	""								
CHEMBL3137336	51042438			Uprosertib		C18H16Cl2F2N4O2	429.2	AXTAPYRUEKNRBA-JTQLQIEISA-N	Uprosertib	""	ZXM835LQ5E	""	""	GSK2141795,UPROSERTIB	DB11969	""	""	INHIBITOR	1	2	4733	Serine/threonine-protein kinase AKT inhibitor	CHEMBL2111353		CHEMBL3137336
CHEMBL1090090	10341154			VX-702		C19H12F4N4O2	404.3	FYSRKRZDBHOFAY-UHFFFAOYSA-N	VX-702	94489	527E7SK68P	LSM-5252	""	VX-702	DB05470	""	""	INHIBITOR	1	2	4846	MAP kinase p38 alpha inhibitor	CHEMBL260		CHEMBL1090090
CHEMBL865	119607		valdecoxib			C16H14N2O3S	314.4	LNPDTQAFDNKSHK-UHFFFAOYSA-N	Valdecoxib	63634	2919279Q3W	LSM-5305	VALDECOXIB	BEXTRA,VALDYN,SC-65872,VALDECOXIB	DB00580	SAM001246603	PA10226	INHIBITOR	1	4	1461	Cyclooxygenase-2 inhibitor	CHEMBL230		CHEMBL865
CHEMBL24828	3081361	Vandetanib	vandetanib			C22H24BrFN4O2	475.4	UHTHHESEBZOYNR-UHFFFAOYSA-N	Vandetanib	49960	YO460OQ37K	LSM-1199	CAPRELSA,VANDETANIB	ZD-6474,ZACTIMA,CAPRELSA,VANDETANIB,ZD6474	DB05294	""	PA166118341	INHIBITOR	1	4	683	Tyrosine-protein kinase SRC inhibitor	CHEMBL267		CHEMBL24828
CHEMBL24828	3081361	Vandetanib	vandetanib			C22H24BrFN4O2	475.4	UHTHHESEBZOYNR-UHFFFAOYSA-N	Vandetanib	49960	YO460OQ37K	LSM-1199	CAPRELSA,VANDETANIB	ZD-6474,ZACTIMA,CAPRELSA,VANDETANIB,ZD6474	DB05294	""	PA166118341	INHIBITOR	1	4	984	Tyrosine-protein kinase BRK inhibitor	CHEMBL4601		CHEMBL24828
CHEMBL24828	3081361	Vandetanib	vandetanib			C22H24BrFN4O2	475.4	UHTHHESEBZOYNR-UHFFFAOYSA-N	Vandetanib	49960	YO460OQ37K	LSM-1199	CAPRELSA,VANDETANIB	ZD-6474,ZACTIMA,CAPRELSA,VANDETANIB,ZD6474	DB05294	""	PA166118341	INHIBITOR	1	4	1034	Tyrosine-protein kinase TIE-2 inhibitor	CHEMBL4128		CHEMBL24828
CHEMBL24828	3081361	Vandetanib	vandetanib			C22H24BrFN4O2	475.4	UHTHHESEBZOYNR-UHFFFAOYSA-N	Vandetanib	49960	YO460OQ37K	LSM-1199	CAPRELSA,VANDETANIB	ZD-6474,ZACTIMA,CAPRELSA,VANDETANIB,ZD6474	DB05294	""	PA166118341	INHIBITOR	1	4	1265	Vascular endothelial growth factor receptor inhibitor	CHEMBL2095227		CHEMBL24828
CHEMBL24828	3081361	Vandetanib	vandetanib			C22H24BrFN4O2	475.4	UHTHHESEBZOYNR-UHFFFAOYSA-N	Vandetanib	49960	YO460OQ37K	LSM-1199	CAPRELSA,VANDETANIB	ZD-6474,ZACTIMA,CAPRELSA,VANDETANIB,ZD6474	DB05294	""	PA166118341	INHIBITOR	1	4	1519	Tyrosine-protein kinase receptor RET inhibitor	CHEMBL2041		CHEMBL24828
CHEMBL24828	3081361	Vandetanib	vandetanib			C22H24BrFN4O2	475.4	UHTHHESEBZOYNR-UHFFFAOYSA-N	Vandetanib	49960	YO460OQ37K	LSM-1199	CAPRELSA,VANDETANIB	ZD-6474,ZACTIMA,CAPRELSA,VANDETANIB,ZD6474	DB05294	""	PA166118341	INHIBITOR	1	4	1541	Ephrin receptor inhibitor	CHEMBL2363043		CHEMBL24828
CHEMBL24828	3081361	Vandetanib	vandetanib			C22H24BrFN4O2	475.4	UHTHHESEBZOYNR-UHFFFAOYSA-N	Vandetanib	49960	YO460OQ37K	LSM-1199	CAPRELSA,VANDETANIB	ZD-6474,ZACTIMA,CAPRELSA,VANDETANIB,ZD6474	DB05294	""	PA166118341	INHIBITOR	1	4	1546	Epidermal growth factor receptor inhibitor	CHEMBL2363049		CHEMBL24828
CHEMBL506871	11960529		veliparib	Veliparib		C13H16N4O	244.29	JNAHVYVRKWKWKQ-CYBMUJFWSA-N	Veliparib	62880	01O4K0631N	LSM-1146	""	ABT-888,PARP-1 INHIBITOR ABT-888,VELIPARIB	DB07232	""	PA166131609	INHIBITOR	1	3	5662	PARP 1, 2 and 3 inhibitor	CHEMBL3390820		CHEMBL506871
