Source Name	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cell line]	Characteristics[tissue supergroup]	Characteristics[metatastic tissue]	Characteristics[organism part]	Characteristics[disease]	Characteristics[age]	Unit [age unit]	Characteristics[sex]	Characteristics[ethnicity]	Characteristics[media]	Characteristics[freeze media]	Comment[ENA_ALIAS]	Protocol REF	Extract Name	Comment[NOMINAL_LENGTH]	Comment[LIBRARY_SELECTION]	Comment[NOMINAL_SDEV]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[ENA_RUN]	Factor Value[cell line]	Factor Value[organism part]	Factor Value[disease]
Sample 644	ERS395473	cell	Homo sapiens	NCBI Taxonomy	9606	JL-1	other	not applicable	pleura	mesothelioma	54	year	male	not available	DMEM, 20% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639182	P-MTAB-39822	ERS395473 extract	222	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379935	sequencing assay	ERX379935	ERR413630_1	ERR413630	JL-1	pleura	mesothelioma
Sample 644	ERS395473	cell	Homo sapiens	NCBI Taxonomy	9606	JL-1	other	not applicable	pleura	mesothelioma	54	year	male	not available	DMEM, 20% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639182	P-MTAB-39822	ERS395473 extract	222	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379935	sequencing assay	ERX379935	ERR413630_2	ERR413630	JL-1	pleura	mesothelioma
Sample 645	ERS395479	cell	Homo sapiens	NCBI Taxonomy	9606	Kasumi-1	lymphoid	not applicable	blood	acute myeloid leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639183	P-MTAB-39822	ERS395479 extract	201	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379941	sequencing assay	ERX379941	ERR413636_1	ERR413636	Kasumi-1	blood	acute myeloid leukemia
Sample 645	ERS395479	cell	Homo sapiens	NCBI Taxonomy	9606	Kasumi-1	lymphoid	not applicable	blood	acute myeloid leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639183	P-MTAB-39822	ERS395479 extract	201	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379941	sequencing assay	ERX379941	ERR413636_2	ERR413636	Kasumi-1	blood	acute myeloid leukemia
Sample 646	ERS395764	cell	Homo sapiens	NCBI Taxonomy	9606	SK-MEL-3	zone of skin	not applicable	zone of skin	melanoma	42	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639184	P-MTAB-39822	ERS395764 extract	202	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380226	sequencing assay	ERX380226	ERR413921_1	ERR413921	SK-MEL-3	zone of skin	melanoma
Sample 646	ERS395764	cell	Homo sapiens	NCBI Taxonomy	9606	SK-MEL-3	zone of skin	not applicable	zone of skin	melanoma	42	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639184	P-MTAB-39822	ERS395764 extract	202	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380226	sequencing assay	ERX380226	ERR413921_2	ERR413921	SK-MEL-3	zone of skin	melanoma
Sample 647	ERS395766	cell	Homo sapiens	NCBI Taxonomy	9606	SK-MEL-31	zone of skin	not applicable	zone of skin	melanoma	not available	  	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639185	P-MTAB-39822	ERS395766 extract	211	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380228	sequencing assay	ERX380228	ERR413923_1	ERR413923	SK-MEL-31	zone of skin	melanoma
Sample 647	ERS395766	cell	Homo sapiens	NCBI Taxonomy	9606	SK-MEL-31	zone of skin	not applicable	zone of skin	melanoma	not available	  	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639185	P-MTAB-39822	ERS395766 extract	211	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380228	sequencing assay	ERX380228	ERR413923_2	ERR413923	SK-MEL-31	zone of skin	melanoma
Sample 648	ERS395831	cell	Homo sapiens	NCBI Taxonomy	9606	THP-1	lymphoid	not applicable	blood	acute monocytic leukemia	1	year	male	not available	RPMI-1640 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639186	P-MTAB-39822	ERS395831 extract	201	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380293	sequencing assay	ERX380293	ERR413988_1	ERR413988	THP-1	blood	acute monocytic leukemia
Sample 648	ERS395831	cell	Homo sapiens	NCBI Taxonomy	9606	THP-1	lymphoid	not applicable	blood	acute monocytic leukemia	1	year	male	not available	RPMI-1640 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639186	P-MTAB-39822	ERS395831 extract	201	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380293	sequencing assay	ERX380293	ERR413988_2	ERR413988	THP-1	blood	acute monocytic leukemia
Sample 649	ERS395846	cell	Homo sapiens	NCBI Taxonomy	9606	UACC-893	breast	not applicable	breast	breast ductal adenocarcinoma	57	year	female	Caucasian	Leibovitz's L-15, 20% FBS, 2mM L-glutamine, 10ng/ml EGF	Complete growth medium, 90%; DMSO, 10%	639187	P-MTAB-39822	ERS395846 extract	194	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380308	sequencing assay	ERX380308	ERR414003_1	ERR414003	UACC-893	breast	breast ductal adenocarcinoma
Sample 649	ERS395846	cell	Homo sapiens	NCBI Taxonomy	9606	UACC-893	breast	not applicable	breast	breast ductal adenocarcinoma	57	year	female	Caucasian	Leibovitz's L-15, 20% FBS, 2mM L-glutamine, 10ng/ml EGF	Complete growth medium, 90%; DMSO, 10%	639187	P-MTAB-39822	ERS395846 extract	194	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380308	sequencing assay	ERX380308	ERR414003_2	ERR414003	UACC-893	breast	breast ductal adenocarcinoma
Sample 650	ERS395258	cell	Homo sapiens	NCBI Taxonomy	9606	CCRF-SB	lymphoid	not applicable	blood	leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639188	P-MTAB-39822	ERS395258 extract	195	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379721	sequencing assay	ERX379721	ERR413416_1	ERR413416	CCRF-SB	blood	leukemia
Sample 650	ERS395258	cell	Homo sapiens	NCBI Taxonomy	9606	CCRF-SB	lymphoid	not applicable	blood	leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639188	P-MTAB-39822	ERS395258 extract	195	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379721	sequencing assay	ERX379721	ERR413416_2	ERR413416	CCRF-SB	blood	leukemia
Sample 651	ERS395635	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2596	lung	not applicable	lung	mesothelioma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639189	P-MTAB-39822	ERS395635 extract	190	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380097	sequencing assay	ERX380097	ERR413792_1	ERR413792	NCI-H2596	lung	mesothelioma
Sample 651	ERS395635	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2596	lung	not applicable	lung	mesothelioma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639189	P-MTAB-39822	ERS395635 extract	190	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380097	sequencing assay	ERX380097	ERR413792_2	ERR413792	NCI-H2596	lung	mesothelioma
Sample 652	ERS395637	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2795	lung	not applicable	lung	mesothelioma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639190	P-MTAB-39822	ERS395637 extract	208	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380099	sequencing assay	ERX380099	ERR413794_1	ERR413794	NCI-H2795	lung	mesothelioma
Sample 652	ERS395637	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2795	lung	not applicable	lung	mesothelioma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639190	P-MTAB-39822	ERS395637 extract	208	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380099	sequencing assay	ERX380099	ERR413794_2	ERR413794	NCI-H2795	lung	mesothelioma
Sample 653	ERS395506	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-140	head-neck	not applicable	esophagus	squamous cell carcinoma	50	year	male	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639191	P-MTAB-39822	ERS395506 extract	233	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379968	sequencing assay	ERX379968	ERR413663_1	ERR413663	KYSE-140	esophagus	squamous cell carcinoma
Sample 653	ERS395506	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-140	head-neck	not applicable	esophagus	squamous cell carcinoma	50	year	male	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639191	P-MTAB-39822	ERS395506 extract	233	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379968	sequencing assay	ERX379968	ERR413663_2	ERR413663	KYSE-140	esophagus	squamous cell carcinoma
Sample 654	ERS395513	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-520	head-neck	not applicable	esophagus	squamous cell carcinoma	58	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639192	P-MTAB-39822	ERS395513 extract	212	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379975	sequencing assay	ERX379975	ERR413670_1	ERR413670	KYSE-520	esophagus	squamous cell carcinoma
Sample 654	ERS395513	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-520	head-neck	not applicable	esophagus	squamous cell carcinoma	58	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639192	P-MTAB-39822	ERS395513 extract	212	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379975	sequencing assay	ERX379975	ERR413670_2	ERR413670	KYSE-520	esophagus	squamous cell carcinoma
Sample 655	ERS395514	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-70	head-neck	not applicable	esophagus	squamous cell carcinoma	77	year	male	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639193	P-MTAB-39822	ERS395514 extract	202	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379976	sequencing assay	ERX379976	ERR413671_1	ERR413671	KYSE-70	esophagus	squamous cell carcinoma
Sample 655	ERS395514	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-70	head-neck	not applicable	esophagus	squamous cell carcinoma	77	year	male	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639193	P-MTAB-39822	ERS395514 extract	202	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379976	sequencing assay	ERX379976	ERR413671_2	ERR413671	KYSE-70	esophagus	squamous cell carcinoma
Sample 656	ERS395507	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-150	head-neck	not applicable	esophagus	squamous cell carcinoma	49	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639194	P-MTAB-39822	ERS395507 extract	243	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379969	sequencing assay	ERX379969	ERR413664_1	ERR413664	KYSE-150	esophagus	squamous cell carcinoma
Sample 656	ERS395507	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-150	head-neck	not applicable	esophagus	squamous cell carcinoma	49	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639194	P-MTAB-39822	ERS395507 extract	243	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379969	sequencing assay	ERX379969	ERR413664_2	ERR413664	KYSE-150	esophagus	squamous cell carcinoma
Sample 657	ERS395508	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-180	head-neck	not applicable	esophagus	squamous cell carcinoma	53	year	male	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639195	P-MTAB-39822	ERS395508 extract	232	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379970	sequencing assay	ERX379970	ERR413665_1	ERR413665	KYSE-180	esophagus	squamous cell carcinoma
Sample 657	ERS395508	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-180	head-neck	not applicable	esophagus	squamous cell carcinoma	53	year	male	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639195	P-MTAB-39822	ERS395508 extract	232	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379970	sequencing assay	ERX379970	ERR413665_2	ERR413665	KYSE-180	esophagus	squamous cell carcinoma
Sample 658	ERS395509	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-270	head-neck	not applicable	esophagus	squamous cell carcinoma	79	year	male	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639196	P-MTAB-39822	ERS395509 extract	208	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379971	sequencing assay	ERX379971	ERR413666_1	ERR413666	KYSE-270	esophagus	squamous cell carcinoma
Sample 658	ERS395509	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-270	head-neck	not applicable	esophagus	squamous cell carcinoma	79	year	male	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639196	P-MTAB-39822	ERS395509 extract	208	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379971	sequencing assay	ERX379971	ERR413666_2	ERR413666	KYSE-270	esophagus	squamous cell carcinoma
Sample 659	ERS395510	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-30	head-neck	not applicable	esophagus	squamous cell carcinoma	64	year	male	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639197	P-MTAB-39822	ERS395510 extract	205	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379972	sequencing assay	ERX379972	ERR413667_1	ERR413667	KYSE-30	esophagus	squamous cell carcinoma
Sample 659	ERS395510	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-30	head-neck	not applicable	esophagus	squamous cell carcinoma	64	year	male	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639197	P-MTAB-39822	ERS395510 extract	205	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379972	sequencing assay	ERX379972	ERR413667_2	ERR413667	KYSE-30	esophagus	squamous cell carcinoma
Sample 660	ERS395511	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-450	head-neck	not applicable	esophagus	squamous cell carcinoma	59	year	male	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639198	P-MTAB-39822	ERS395511 extract	201	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379973	sequencing assay	ERX379973	ERR413668_1	ERR413668	KYSE-450	esophagus	squamous cell carcinoma
Sample 660	ERS395511	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-450	head-neck	not applicable	esophagus	squamous cell carcinoma	59	year	male	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639198	P-MTAB-39822	ERS395511 extract	201	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379973	sequencing assay	ERX379973	ERR413668_2	ERR413668	KYSE-450	esophagus	squamous cell carcinoma
Sample 661	ERS395512	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-510	head-neck	  	esophagus	squamous cell carcinoma	67	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639199	P-MTAB-39822	ERS395512 extract	247	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379974	sequencing assay	ERX379974	ERR413669_1	ERR413669	KYSE-510	esophagus	squamous cell carcinoma
Sample 661	ERS395512	cell	Homo sapiens	NCBI Taxonomy	9606	KYSE-510	head-neck	  	esophagus	squamous cell carcinoma	67	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639199	P-MTAB-39822	ERS395512 extract	247	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379974	sequencing assay	ERX379974	ERR413669_2	ERR413669	KYSE-510	esophagus	squamous cell carcinoma
Sample 662	ERS395505	cell	Homo sapiens	NCBI Taxonomy	9606	KURAMOCHI	ovary	not applicable	ovary	ovarian carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639205	P-MTAB-39822	ERS395505 extract	202	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379967	sequencing assay	ERX379967	ERR413662_1	ERR413662	KURAMOCHI	ovary	ovarian carcinoma
Sample 662	ERS395505	cell	Homo sapiens	NCBI Taxonomy	9606	KURAMOCHI	ovary	not applicable	ovary	ovarian carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639205	P-MTAB-39822	ERS395505 extract	202	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379967	sequencing assay	ERX379967	ERR413662_2	ERR413662	KURAMOCHI	ovary	ovarian carcinoma
Sample 663	ERS395696	cell	Homo sapiens	NCBI Taxonomy	9606	OVISE	ovary	not applicable	ovary	ovarian clear cell adenocarcinoma	40	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639206	P-MTAB-39822	ERS395696 extract	225	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380158	sequencing assay	ERX380158	ERR413853_1	ERR413853	OVISE	ovary	ovarian clear cell adenocarcinoma
Sample 663	ERS395696	cell	Homo sapiens	NCBI Taxonomy	9606	OVISE	ovary	not applicable	ovary	ovarian clear cell adenocarcinoma	40	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639206	P-MTAB-39822	ERS395696 extract	225	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380158	sequencing assay	ERX380158	ERR413853_2	ERR413853	OVISE	ovary	ovarian clear cell adenocarcinoma
Sample 664	ERS395700	cell	Homo sapiens	NCBI Taxonomy	9606	OVTOKO	ovary	not applicable	ovary	ovarian clear cell adenocarcinoma	78	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639207	P-MTAB-39822	ERS395700 extract	205	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380162	sequencing assay	ERX380162	ERR413857_1	ERR413857	OVTOKO	ovary	ovarian clear cell adenocarcinoma
Sample 664	ERS395700	cell	Homo sapiens	NCBI Taxonomy	9606	OVTOKO	ovary	not applicable	ovary	ovarian clear cell adenocarcinoma	78	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639207	P-MTAB-39822	ERS395700 extract	205	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380162	sequencing assay	ERX380162	ERR413857_2	ERR413857	OVTOKO	ovary	ovarian clear cell adenocarcinoma
Sample 665	ERS395533	cell	Homo sapiens	NCBI Taxonomy	9606	MCAS	ovary	not applicable	ovary	ovarian adenocarcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639208	P-MTAB-39822	ERS395533 extract	202	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379995	sequencing assay	ERX379995	ERR413690_1	ERR413690	MCAS	ovary	ovarian adenocarcinoma
Sample 665	ERS395533	cell	Homo sapiens	NCBI Taxonomy	9606	MCAS	ovary	not applicable	ovary	ovarian adenocarcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639208	P-MTAB-39822	ERS395533 extract	202	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379995	sequencing assay	ERX379995	ERR413690_2	ERR413690	MCAS	ovary	ovarian adenocarcinoma
Sample 666	ERS395273	cell	Homo sapiens	NCBI Taxonomy	9606	COLO 680N	head-neck	not applicable	esophagus	squamous cell carcinoma	57	year	female	African	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639209	P-MTAB-39822	ERS395273 extract	212	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379736	sequencing assay	ERX379736	ERR413431_1	ERR413431	COLO 680N	esophagus	squamous cell carcinoma
Sample 666	ERS395273	cell	Homo sapiens	NCBI Taxonomy	9606	COLO 680N	head-neck	not applicable	esophagus	squamous cell carcinoma	57	year	female	African	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639209	P-MTAB-39822	ERS395273 extract	212	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379736	sequencing assay	ERX379736	ERR413431_2	ERR413431	COLO 680N	esophagus	squamous cell carcinoma
Sample 667	ERS395697	cell	Homo sapiens	NCBI Taxonomy	9606	OVKATE	ovary	not applicable	ovary	ovarian papillary serous adenocarcinoma 	40	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639211	P-MTAB-39822	ERS395697 extract	194	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380159	sequencing assay	ERX380159	ERR413854_1	ERR413854	OVKATE	ovary	ovarian papillary serous adenocarcinoma 
Sample 667	ERS395697	cell	Homo sapiens	NCBI Taxonomy	9606	OVKATE	ovary	not applicable	ovary	ovarian papillary serous adenocarcinoma 	40	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639211	P-MTAB-39822	ERS395697 extract	194	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380159	sequencing assay	ERX380159	ERR413854_2	ERR413854	OVKATE	ovary	ovarian papillary serous adenocarcinoma 
Sample 668	ERS395699	cell	Homo sapiens	NCBI Taxonomy	9606	OVSAHO	ovary	not applicable	ovary	ovarian papillary serous adenocarcinoma 	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639212	P-MTAB-39822	ERS395699 extract	195	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380161	sequencing assay	ERX380161	ERR413856_1	ERR413856	OVSAHO	ovary	ovarian papillary serous adenocarcinoma 
Sample 668	ERS395699	cell	Homo sapiens	NCBI Taxonomy	9606	OVSAHO	ovary	not applicable	ovary	ovarian papillary serous adenocarcinoma 	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639212	P-MTAB-39822	ERS395699 extract	195	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380161	sequencing assay	ERX380161	ERR413856_2	ERR413856	OVSAHO	ovary	ovarian papillary serous adenocarcinoma 
Sample 669	ERS395734	cell	Homo sapiens	NCBI Taxonomy	9606	RKN	ovary	not applicable	ovary	ovarian leiomyosarcoma	45	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639213	P-MTAB-39822	ERS395734 extract	194	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380196	sequencing assay	ERX380196	ERR413891_1	ERR413891	RKN	ovary	ovarian leiomyosarcoma
Sample 669	ERS395734	cell	Homo sapiens	NCBI Taxonomy	9606	RKN	ovary	not applicable	ovary	ovarian leiomyosarcoma	45	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639213	P-MTAB-39822	ERS395734 extract	194	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380196	sequencing assay	ERX380196	ERR413891_2	ERR413891	RKN	ovary	ovarian leiomyosarcoma
Sample 670	ERS395738	cell	Homo sapiens	NCBI Taxonomy	9606	RMG-I	ovary	not applicable	ovary	ovarian carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639214	P-MTAB-39822	ERS395738 extract	196	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380200	sequencing assay	ERX380200	ERR413895_1	ERR413895	RMG-I	ovary	ovarian carcinoma
